"id_Filme"	"Titulo"	"director"	"cast"	"country"	"data_lancamento"	"Classificacao_indicativa"	"Duracao_min"	"Sinopse"	"listed_in"
"4894"	"Little Nicky"	"Steve Brill"	"Adam Sandler, Patricia Arquette, Harvey Keitel, Rhys Ifans, Allen Covert, Tommy 'Tiny' Lister, Kevin Nealon, Jon Lovitz, Michael McKean, Quentin Tarantino"	"United States"	"2000"	"PG-13"	"90 min"	"The devil sends his sweet son Nicky to Earth to bring back his scheming siblings, who have plans to oust dear old dad from power."	"Comedias"
"4895"	"Little Singham aur Kaal ka Mahajaal"	"Prakash Satam"			"2018"	"TV-Y7-FV"	"68 min"	"When Kaal, the vilest demon on earth, threatens to destroy his village, child cop Little Singham must use his strength and smarts to fight back."	"Filmes familiares e infantis, Comedias"
"4896"	"Little Singham Bandarpur Mein Hu Ha Hu"		"Anamaya Verma, Ganesh Divekar, Jigna Bharadhwaj, Jitendra Dasadiva, Manoj Pandey, Manish Bhuvan, Meena Nahta, Neshma Chemburkar, Saumya Daan, Sonal Kaushal"		"2019"	"TV-Y7"	"67 min"	"Little Singham's sidekick monkey, Chikki, is stuck in the magical land of Bandarpur! Can the kid cop save his beloved pet before danger strikes?"	"Filmes familiares e infantis, Comedias"
"4897"	"Little Singham in London"	"Prakash Satam"			"2019"	"TV-Y7"	"66 min"	"Little Singham is in London to meet the queen, but when the famed Kohinoor Diamond gets stolen, the kid cop goes on a wild, citywide hunt for the thief."	"Filmes familiares e infantis, Comedias"
"4898"	"Little Sister"	"Zach Clark"	"Addison Timlin, Ally Sheedy, Keith Poulson, Peter Hedges, Barbara Crampton, Kristin Slaysman, Molly Plunk"	"United States"	"2016"	"NR"	"91 min"	"A former Goth studying to become a nun finds her faith tested when she returns home to visit her brother, who has been disfigured in the Iraq War."	"Comedias, Dramas, Filmes Independentes"
"4899"	"Lizzie Borden Took an Ax"	"Nick Gomez"	"Christina Ricci, Clea DuVall, Gregg Henry, Stephen McHattie, Shawn Doyle, Sara Botsford, Hannah Emily Anderson, Andrea Runge, Billy Campbell, Jennifer Kydd, Kirstin Howell, John Maclaren"	"United States"	"2014"	"TV-14"	"87 min"	"This made-for-TV drama chronicles the scandal and enduring mystery surrounding Lizzie Borden, who was tried in 1892 for axing her parents to death."	"Thrillers"
"4900"	"Lo and Behold: Reveries of the Connected World"	"Werner Herzog"	"Werner Herzog"	"United States"	"2016"	"PG-13"	"98 min"	"Filmmaker Werner Herzog presents a history of the internet, starting with its birth in 1969, and ponders the joys and sorrows of its social influence."	"Documentarios"
"4901"	"Lock, Stock and Two Smoking Barrels"	"Guy Ritchie"	"Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham, Steven Mackintosh, Nicholas Rowe, Nick Marcq, Charles Forbes, Vinnie Jones, Lenny McLean"	"United Kingdom"	"1998"	"R"	"108 min"	"Hoping to make a bundle in a high-stakes poker game, four shiftless lads from London's East End instead find themselves swimming in debt."	"Ação e Aventura, Comedias, Filmes Independentes"
"4902"	"Locke"	"Steven Knight"	"Tom Hardy, Olivia Colman, Ruth Wilson, Andrew Scott, Ben Daniels, Tom Holland, Bill Milner, Danny Webb, Alice Lowe, Silas Carson"	"United Kingdom, United States"	"2013"	"R"	"85 min"	"Over the space of 90 minutes, Ivan Locke's life spins out of control via a series of phone calls made while he drives down the highway to London."	"Dramas, Filmes Independentes"
"4903"	"Lockout"	"James Mather, Steve Saint Leger"	"Guy Pearce, Maggie Grace, Joseph Gilgun, Vincent Regan, Lennie James, Peter Stormare, Jacky Ido, Tim Plester, Mark Tankersley, Anne-Solenne Hatte"	"France, United States"	"2012"	"PG-13"	"95 min"	"A government agent wrongly accused of a crime gets a shot at freedom if he can engineer a high-risk rescue mission to outer space."	"Ação e Aventura, Filmes Internacionais, Sci-Fi & Fantasia"
"4904"	"Loco Love"	"Fernando Sariñana, José Luis Gutiérrez"	"Evan Deverian, Melany Bennet, Jordan T. Wilson, Adan Martín Rocha"	"Mexico"	"2017"	"TV-MA"	"103 min"	"A young man and woman fall in love but are threatened to be torn apart by the tensions between their Latino and Caucasian communities in Arizona."	"Dramas, Filmes Independentes, Filmes Internacionais"
"4905"	"Logan's Run"	"Michael Anderson"	"Michael York, Richard Jordan, Farrah Fawcett, Jenny Agutter, Peter Ustinov, Roscoe Lee Browne, Randolph Roberts, Gary Morgan, Greg Lewis"	"United States"	"1976"	"PG"	"118 min"	"In the 23rd century, inhabitants of a domed city exist in a world filled with life's pleasures – but no one is allowed to live past the age of 30."	"Ação e Aventura, Filmes Classicos, Cult"
"4906"	"Lolita"	"Stanley Kubrick"	"James Mason, Shelley Winters, Peter Sellers, Sue Lyon, Gary Cockrell, Jerry Stovin, Diana Decker, Lois Maxwell, Cec Linder"	"United Kingdom, United States"	"1962"	"R"	"153 min"	"In this black comedy, an English professor marries his landlady to get closer to his forbidden obsession: her teenage daughter."	"Filmes Classicos, Dramas, Romantic Movies"
"4907"	"Long Time Running"	"Jennifer Baichwal, Nicholas de Pencier"	"Gord Downie, Paul Langlois, Gord Sinclair, Rob Baker, Johnny Fay, Justin Trudeau"	"Canada"	"2017"	"TV-14"	"96 min"	"This documentary follows the 2016 tour of beloved rock band The Tragically Hip as they make their way across Canada one last time."	"Documentarios, Filmes Internacionais, Musicais"
"4908"	"Look Out, Officer"	"Sze Yu Lau"	"Stephen Chow, Bill Tung, Stanley Sui-Fan Fung, Vivian Chan, Indra Leech, Amy Yip"	"Hong Kong"	"1990"	"TV-14"	"88 min"	"An officer killed on the job returns to Earth as a ghost to solve his own murder and seek justice with the help of a rookie cop and some funky magic."	"Ação e Aventura, Comedias, Filmes Internacionais"
"4909"	"Look Who's Back"	"David Wnendt"	"Oliver Masucci, Fabian Busch, Christoph Maria Herbst, Katja Riemann, Franziska Wulf, Lars Rudolph, Michael Kessler, Thomas Thieme"	"Germany"	"2015"	"NR"	"116 min"	"When Adolf Hitler reawakens at the site of his former bunker 70 years later, he's mistaken for a brilliant comedian and becomes a media phenomenon."	"Comedias, Filmes Internacionais"
"4910"	"Lorai: Play to Live"	"Parambrata Chatterjee"	"Prasenjit Chatterjee, Payel Sarkar, Indrasish Roy, Kanchan Mullick, Kharaj Mukherjee, Gargi Roychowdhury, Deepankar De, Biswajit Chakraborty, Bharat Kaul, Rajat Ganguly"	"India"	"2015"	"TV-14"	"155 min"	"Under a government initiative, a retired alcoholic soccer player is sent to establish a soccer team in a politically troubled area."	"Dramas, Filmes Internacionais, Sports Movies"
"4911"	"Los Niños Héroes de Chapultepec"	"Ignacio López Escrivá"			"2017"	"TV-14"	"88 min"	"This documentary pays tribute to the young cadets who gave their lives to defend Mexico against U.S. forces during the battle of Chapultepec Castle."	"Documentarios, Filmes Internacionais"
"4912"	"Losing Sight of Shore"	"Sarah Moshman"		"United States, Australia, Samoa, United Kingdom"	"2017"	"TV-14"	"92 min"	"This documentary recounts the feats of the Coxless Crew, a team of four women who rowed from San Francisco to Australia in support of two charities."	"Documentarios, Sports Movies"
"4913"	"Love Dot Com: The Social Experiment"	"Charneice Fox"	"Brave Williams, Tobias Truvillion, Kym Whitley, LisaRaye McCoy, Charles Malik Whitfield, W. Ellington Felton, Christopher Williams, Angus Whinfield, Jamie Moreen, Raheem Devaughn"	"United States"	"2019"	"TV-MA"	"98 min"	"Sparks fly and romance blooms when Shelby, a vegan chef, meets Greg, a developer – until their opposing views clash."	"Comedias, Romantic Movies"
"4914"	"Love In A Puff"	"Pang Ho-cheung"	"Miriam Chin Wah Yeung, Shawn Yue, Singh Hartihan Bitto, Yat Ning Chan, Tat-Ming Cheung, Matt Chow, Chui Tien-you, Queenie Chu, Charmaine Fong, Vincent Kok"	"Hong Kong"	"2010"	"TV-MA"	"103 min"	"When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating a meeting between Cherie, a makeup saleswoman, and Jimmy, an advertising exec."	"Comedias, Dramas, Filmes Internacionais"
"4915"	"Love Ni Bhavai"	"Saandeep Patel"	"Malhar Thakar, Pratik Gandhi, Aarohi Patel, Maulik Jagdish Nayak, Diana Raval, Roopa Divatia, Aarti Patel"	"India"	"2017"	"TV-14"	"163 min"	"Not romantically inclined, a popular radio personality finds herself caught between two diametrically opposed suitors."	"Comedias, Filmes Internacionais, Romantic Movies"
"4916"	"Love on Delivery"	"Stephen Chow"	"Stephen Chow, Christy Chung, Ng Man-Tat"	"Hong Kong"	"1994"	"TV-14"	"93 min"	"To prove himself to a love interest, a delivery boy learns dubious kung fu from an aging charlatan so he can challenge his archrival to a fight."	"Ação e Aventura, Comedias, Filmes Internacionais"
"4917"	"Love Shot"	"Steven Fine"	"Dakota Loesch, Amy Tsang, John Kapelos, Cruz Kim, Victor J. Ho, Clint Jung, Daniel Phai, Cindy Chu, Brian Kurtis, Pete Herron"	"United States"	"2018"	"TV-MA"	"77 min"	"A charming hitman questions his profession after learning his next target is the karaoke singer he’s falling in love with."	"Dramas, Thrillers"
"4918"	"Love Station"	"Ahmad Samir Farag"	"Menna Shalaby, Sherif Salama, Yousra El Lozy, Mona Hala, Edward Fouad, Lotfy Labib, Ashraf Hamdy"	"Egypt"	"2011"	"TV-14"	"97 min"	"Single coworkers at a radio station are brought together by mutual friends, but their starry-eyed notions about love may scuttle their romance."	"Comedias, Filmes Internacionais, Romantic Movies"
"4919"	"Love You... Love You Not"	"Sridhar Jetty"	"Chelsea Islan, Hamish Daud, Miller Khan, Kemal Pahlevi, R.R. Melati Pinaring, Fico Fachriza, Reynold Hamzah, Rizka Dwi Septiana, Arkanda Saezario Wicaksono"	"Indonesia"	"2015"	"TV-14"	"115 min"	"A love triangle gets complicated when a female English tutor unknowingly gets between a hot-tempered guy and his off-to-the-United States girlfriend."	"Comedias, Filmes Internacionais, Romantic Movies"
"4920"	"Love, Rosie"	"Christian Ditter"	"Lily Collins, Sam Claflin, Christian Cooke, Jamie Beamish, Suki Waterhouse, Tamsin Egerton, Jaime Winstone, Lorcan Cranitch"	"Germany, United Kingdom"	"2014"	"R"	"103 min"	"Over the years, as they come and go in each other's life, childhood pals Rosie and Alex struggle to resolve the lasting, intimate bond between them."	"Comedias, Filmes Internacionais, Romantic Movies"
"4921"	"LoveTrue"	"Alma Har'el"		"United States"	"2016"	"TV-MA"	"82 min"	"In this blend of documentary and dramatization, circumstances test notions of love held by a young stripper, a single-dad surfer and a teen musician."	"Documentarios"
"4922"	"Loving Annabelle"	"Katherine Brooks"	"Erin Kelly, Diane Gaidry, Laura Breckenridge, Michelle Horn, Gustine Fudickar, Ilene Graff, Kevin McCarthy, Markus Flanagan"	"United States"	"2006"	"TV-MA"	"77 min"	"An esteemed young poetry teacher at a Catholic boarding school risks everything when she engages in a feverish affair with a female student."	"Dramas, Filmes Independentes, Filmes LGBTQ"
"4923"	"Loving You"	"Johnnie To"	"Lau Ching Wan, Carman Lee, Tsung-Hua To, Chung-wai Lee, Ruby Wong"	"Hong Kong"	"1995"	"TV-14"	"79 min"	"Struggling in a loveless marriage, a hard-drinking, workaholic cop finds a chance at redemption after a fateful incident leaves him wounded."	"Dramas, Filmes Internacionais"
"4924"	"Lucha: Playing the Impossible"	"Ana Quiroga"	"Luciana Aymar"	"Argentina"	"2016"	"TV-PG"	"98 min"	"Known simply as ""Lucha,"" field hockey player Luciana Aymar shares her tumultuous and triumphant journey to become the best in the world."	"Documentarios, Filmes Internacionais, Sports Movies"
"4925"	"Lucky: No Time for Love"	"Radhika Rao, Vinay Sapru"	"Salman Khan, Sneha Ullal, Mithun Chakraborty, Kader Khan, Navni Parihar, Ravi Baswani, Vikram Gokhale, Mumait Khan"	"India"	"2005"	"TV-14"	"131 min"	"During an uprising in Russia's St. Petersburg, teen girl Lucky meets handsome Aditya, the Indian ambassador's son, and together they flee the chaos."	"Dramas, Filmes Internacionais, Romantic Movies"
"4926"	"Lupt"	"Prabhuraj"	"Javed Jaffrey, Vijay Raaz, Karan Aanand, Niki Walia, Meenakshi Dixit, Rishabh Chaddha, Rishina Kandhari, Kiearra Soni"	"India"	"2018"	"TV-14"	"110 min"	"Haunted by disturbing visions, a workaholic takes a vacation with his family, but a detour leads them to an unsettling stranger and chilling events."	"Horror, Filmes Internacionais, Thrillers"
"4927"	"Lusers"	"Ticoy Rodriguez"	"Carlos Alcántara, Pablo Granados, Felipe Izquierdo, Gaby Espino, Cristián de la Fuente, Marcela Guerty, Claudio Torres"	"Argentina, Chile, Peru"	"2015"	"TV-MA"	"100 min"	"Three men from different nations must find their way out of the Amazon jungle – on foot – when they get lost on the way to Brazil's World Cup Final."	"Comedias, Filmes Internacionais, Sports Movies"
"4928"	"Ma Chu Ka"	"Jayan Vannery"	"Pasupathy, Janani Iyer, Pratap Pothen"	"India"	"2017"	"TV-14"	"117 min"	"The relationship between a journalist and a lawyer she meets while investigating a story grows complicated as she uncovers layers of deception."	"Filmes Internacionais, Thrillers"
"4929"	"Maacher Jhol"	"Pratim D. Gupta"	"Ritwick Chakraborty, Mamata Shankar, Paoli Dam, Kaya Blocksage, Sauraseni Maitra, Arjun Chakrabarty"	"India, France"	"2017"	"TV-PG"	"107 min"	"On his first visit to his home city of Kolkata in 13 years, a Paris-based chef is faced with a cooking challenge that will change his life forever."	"Dramas, Filmes Internacionais"
"4930"	"Mac & Devin Go to High School"	"Dylan C. Brown"	"Snoop Dogg, Wiz Khalifa, Mike Epps, Teairra Mari, Derek Kane, Luenell, Teni Panosian, Paul Iacono, Andy Milonakis, Mystikal"	"United States"	"2012"	"R"	"76 min"	"Devin Overstreet may be the class valedictorian, but he hasn't had much life experience. Enter Mac Johnson, a 10th-year senior and weed dealer."	"Comedias"
"4931"	"Macchli Jal Ki Rani Hai"	"Debaloy Dey"	"Swara Bhaskar, Bhanu Uday, Murli Sharma, Deep Raj Rana, Reema Debnath, Hemant Pandey, Saurabh Dubey, Sakha Kalyani"	"India"	"2014"	"TV-MA"	"118 min"	"After relocating to a different town with her husband, a housewife begins to sense the existence of a mysterious presence in their new house."	"Horror, Filmes Internacionais"
"4932"	"Mad Max"	"George Miller"	"Mel Gibson, Joanne Samuel, Hugh Keays-Byrne, Steve Bisley, Tim Burns, Roger Ward, Lisa Aldenhoven, Bertrand Cadart"	"Australia, United States"	"1979"	"R"	"93 min"	"In a post-apocalyptic future, a malicious gang murders Max's family as an act of retaliation, forcing Max to hit the open road seeking vengeance."	"Ação e Aventura, Filmes Classicos, Cult"
"4933"	"Mad Money"	"Callie Khouri, Jesse V. Johnson"	"Diane Keaton, Queen Latifah, Katie Holmes, Ted Danson, Roger Cross, Adam Rothenberg, Stephen Root, Christopher McDonald, Meagen Fay, J.C. MacKenzie, Finesse Mitchell, Eric Keenleyside"	"United States"	"2008"	"PG-13"	"99 min"	"A woman joins the janitorial staff of the Federal Reserve Bank and conspires with two co-workers to pilfer old money that's scheduled to be destroyed."	"Comedias"
"4934"	"Mad Ron's Prevues from Hell"	"Jim Monaco"	"Nick Pawlow, Jordu Schell, Jay Kushwara, Michael Townsend Wright, Anthony Kelly, Happy Goldsplatt, Ron Roccia, Fred Pomerleau, Joe Amodei, Nicholas Kitsopoulos"	"United States"	"1987"	"NR"	"84 min"	"This collection cherry-picks trailers, forgotten scenes and poster art from 47 gory oldies, including Bay of Blood and The Blood Spattered Bride."	"Cult, Horror"
"4935"	"Mad World"	"Chun Wong"	"Shawn Yue, Eric Tsang, Elaine Jin, Charmaine Fong"	"Hong Kong"	"2016"	"TV-MA"	"102 min"	"A stockbroker struggling with bipolar disorder goes to live with his estranged father in a cramped flat, where old resentments bubble to the surface."	"Dramas, Filmes Internacionais"
"4936"	"Madaari"	"Nishikant Kamat"	"Irrfan Khan, Jimmy Shergill, Vishesh Bansal, Tushar Dalvi, Nitish Pandey"	"India"	"2016"	"TV-14"	"134 min"	"A bridge under construction collapses in Mumbai, killing a man's family and launching him on a crusade to bring those responsible to justice."	"Dramas, Filmes Independentes, Filmes Internacionais"
"4937"	"Maddman: The Steve Madden Story"	"Ben Patterson"	"Steve Madden"	"United States"	"2017"	"TV-MA"	"78 min"	"This documentary chronicles the rise of the footwear designer behind a billion-dollar empire and his subsequent comeback after a financial scandal."	"Documentarios"
"4938"	"Madre"	"Aaron Burns"	"Daniela Ramírez, Cristobal Tapia Montt, Aida, Matías Bassi, Nicolás Durán, Ignacia Allamand"	"Chile"	"2016"	"TV-MA"	"95 min"	"Pregnant and overwhelmed, Diana hires a caretaker for her son with severe autism. But she soon begins to fear the new nanny has sinister intentions."	"Filmes Internacionais, Thrillers"
"4939"	"Magic Snowflake"	"Luc Vinciguerra"	"Nathan Simony, Benoît Allemane, Vincent Grass, Jean-Claude Donda, Alexis Tomassian, Pascal Sellem, Evelyne Grandjean, Alice Révérend, Kylian Trouillard, Céline Melloul"	"France, Belgium"	"2013"	"TV-Y"	"73 min"	"Young Nicolas agrees to do Santa's work for one year. But the stress of the job threatens the boy's sense of joy – and Christmas itself."	"Filmes familiares e infantis"
"4940"	"Magnetic"	"Thierry Donard"	"Tom Barrer, Liam Whaley, Wille Lindberg, Sam Favret, Fabian Bodet, Jamie Lee, Lorenzo Avvenenti, Ross Clarke-Jones"	"France"	"2018"	"TV-14"	"110 min"	"Attracted to thrills across the globe, intrepid athletes venture to remote locations in pursuit of their extreme form of bliss."	"Ação e Aventura, Documentarios, Filmes Internacionais"
